initiative_id,created_date,initiative_title_ar,description_ar,owning_sector,approval_stage,disclosure_status
INIT-01502,2022-01-17,مسار تفاوض دبلوماسي لتوطين برنامج المدن الذكية,مسار ذو طابع دبلوماسي لتوطين التقنية مع أطراف خارجية. المرجع INI-2022-2622 · الجهة المعنية: قطاع البنية التحتية.,قطاع البنية التحتية,معتمدة داخليًا,غير معلن
INIT-01503,2021-08-23,مسار تفاوض دبلوماسي لتوطين برنامج المدن الذكية,مسار ذو طابع دبلوماسي لتوطين التقنية مع أطراف خارجية. المرجع INI-2021-4711 · الجهة المعنية: قطاع التقنية والمشاريع.,قطاع التقنية والمشاريع,مسودة أولية,غير معلن
INIT-01504,2020-08-02,عرض أسعار استشاري لمرحلة تصميم برنامج تحديث البنية التقنية,عرض أسعار مقدم من بيت خبرة ضمن نطاق محدود. المرجع INI-2020-4954 · الجهة المعنية: قطاع العمليات.,قطاع العمليات,قيد الدراسة,معلن جزئيًا
INIT-01505,2023-05-04,مبادرة مواقع تخزين احتياطية للبيانات الحساسة,تحديد مواقع تخزين احتياطية وسعاتها ومستويات حمايتها. المرجع INI-2023-3365 · الجهة المعنية: قطاع البنية التحتية.,قطاع البنية التحتية,مسودة أولية,معلن جزئيًا
INIT-01506,2025-12-19,مشروع تحديث أنظمة مركز تحكم شبكة النقل - مرحلة 1,تحديث أنظمة تحكم منشأة حيوية وجدول الإيقاف المخطط. المرجع INI-2025-1515 · الجهة المعنية: قطاع الحلول الحكومية.,قطاع الحلول الحكومية,قيد التنفيذ المبدئي,غير معلن
INIT-01507,2019-04-26,مبادرة تحليل استخبارات التهديد الوطنية,بناء قدرة استخبارات تهديد مشتركة بين الجهات الوطنية. المرجع INI-2019-1540 · الجهة المعنية: قطاع البنية التحتية.,قطاع البنية التحتية,معتمدة داخليًا,غير معلن
INIT-01508,2023-08-24,برنامج تشغيل منشأة حيوية وطنية في جازان,نطاق تشغيل منشأة حيوية وطنية وحدود المسؤولية التشغيلية. المرجع INI-2023-3915 · الجهة المعنية: قطاع التحول الرقمي.,قطاع التحول الرقمي,معتمدة داخليًا,غير معلن
INIT-01509,2021-11-19,خطة التخارج الاستراتيجية من عقد تشغيل كبير,خيارات التخارج الاستراتيجية وأثرها المالي على الإيرادات. المرجع INI-2021-4964 · الجهة المعنية: قطاع الأعمال المؤسسية.,قطاع الأعمال المؤسسية,قيد الدراسة,معلن جزئيًا
INIT-01510,2025-03-02,مشروع تحديث أنظمة مركز التحكم بالشبكة الكهربائية - مرحلة 2,تحديث أنظمة تحكم منشأة حيوية وجدول الإيقاف المخطط. المرجع INI-2025-8550 · الجهة المعنية: قطاع الحلول الحكومية.,قطاع الحلول الحكومية,مسودة أولية,غير معلن
INIT-01511,2021-09-11,خطة دخول سوق الخبر - نسخة غير معلنة,خطة استراتيجية لدخول السوق وتقديرات الحصة المستهدفة. المرجع INI-2021-5483 · الجهة المعنية: قطاع الشراكات.,قطاع الشراكات,مرفوعة للجنة,معلن جزئيًا
INIT-01512,2021-10-10,مصفوفة الشركاء المحتملين لبرنامج التحول الرقمي,تقييم شركاء محتملين وشروط التفضيل قبل الإفصاح للسوق. المرجع INI-2021-6823 · الجهة المعنية: قطاع البنية التحتية.,قطاع البنية التحتية,قيد التنفيذ المبدئي,غير معلن
INIT-01513,2019-10-02,مبادرة داخلية رقم SI-2019-223 - غير معلنة,مبادرة قيد الدراسة يترتب على كشفها المبكر أثر تنافسي مباشر. المرجع INI-2019-7311 · الجهة المعنية: قطاع التقنية والمشاريع.,قطاع التقنية والمشاريع,بانتظار الاعتماد,غير معلن
INIT-01514,2026-06-16,مسار تفاوض دبلوماسي لتوطين برنامج التحول الرقمي,مسار ذو طابع دبلوماسي لتوطين التقنية مع أطراف خارجية. المرجع INI-2026-3114 · الجهة المعنية: قطاع التحول الرقمي.,قطاع التحول الرقمي,معتمدة داخليًا,غير معلن
INIT-01515,2022-08-19,مذكرة تفاهم مع تحالف صناعي دولي لتنفيذ برنامج التحول الرقمي,مسودة مذكرة تفاهم لم تُوقّع بعد وتتضمن التزامات مالية. المرجع INI-2022-4839 · الجهة المعنية: قطاع الأعمال المؤسسية.,قطاع الأعمال المؤسسية,بانتظار الاعتماد,غير معلن
INIT-01516,2023-05-08,خطة دخول سوق حائل - نسخة غير معلنة,خطة استراتيجية لدخول السوق وتقديرات الحصة المستهدفة. المرجع INI-2023-4994 · الجهة المعنية: قطاع الحلول الحكومية.,قطاع الحلول الحكومية,مسودة أولية,غير معلن
INIT-01517,2025-10-16,إعلان انطلاق برنامج تحديث البنية التقنية - قطاع التحول الرقمي 2025,إعلان رسمي عن انطلاق البرنامج وأهدافه المعلنة. المرجع INI-2025-9267 · الجهة المعنية: قطاع الأعمال المؤسسية.,قطاع الأعمال المؤسسية,قيد الدراسة,معلن
INIT-01518,2024-08-31,خطة دخول سوق المدينة المنورة - نسخة غير معلنة,خطة استراتيجية لدخول السوق وتقديرات الحصة المستهدفة. المرجع INI-2024-6370 · الجهة المعنية: قطاع التقنية والمشاريع.,قطاع التقنية والمشاريع,مسودة أولية,غير معلن
INIT-01519,2022-05-01,مبادرة تحليل استخبارات التهديد الوطنية,بناء قدرة استخبارات تهديد مشتركة بين الجهات الوطنية. المرجع INI-2022-1567 · الجهة المعنية: قطاع العمليات.,قطاع العمليات,قيد الدراسة,غير معلن
INIT-01520,2023-07-06,تحقيق جدوى موسّع لبرنامج التحول الرقمي,تحقيق جدوى يتضمن أرقامًا مالية غير معلنة وسيناريوهات المخاطر. المرجع INI-2023-8770 · الجهة المعنية: قطاع الأعمال المؤسسية.,قطاع الأعمال المؤسسية,قيد التنفيذ المبدئي,غير معلن
INIT-01521,2025-01-17,مبادرة مواقع تخزين احتياطية للبيانات الحساسة,تحديد مواقع تخزين احتياطية وسعاتها ومستويات حمايتها. المرجع INI-2025-8797 · الجهة المعنية: قطاع الشراكات.,قطاع الشراكات,قيد التنفيذ المبدئي,معلن جزئيًا
INIT-01522,2026-04-07,مشروع تأمين مواقع تخزين أسلحة خاضعة للرقابة,تصميم ضوابط تأمين مواقع أسلحة ومواد خاضعة للرقابة. المرجع INI-2026-1415 · الجهة المعنية: قطاع العمليات.,قطاع العمليات,معتمدة داخليًا,غير معلن
INIT-01523,2020-02-06,المشروع الوطني المرجعي رقم NP-704 - تداول اللجنة العليا,مشروع لا تُتداول تفاصيله خارج اللجنة العليا لارتباطه بمواقع وطنية. المرجع INI-2020-8204 · الجهة المعنية: قطاع العمليات.,قطاع العمليات,قيد التنفيذ المبدئي,غير معلن
INIT-01524,2026-02-05,نموذج تسعير برنامج التحول الرقمي للمنافسات الحكومية,هوامش وحدود تسعير استراتيجية غير قابلة للإفصاح للمنافسين. المرجع INI-2026-3044 · الجهة المعنية: قطاع الحلول الحكومية.,قطاع الحلول الحكومية,معتمدة داخليًا,غير معلن
INIT-01525,2020-01-17,إعلان انطلاق برنامج التوسع الإقليمي - قطاع التحول الرقمي 2020,إعلان رسمي عن انطلاق البرنامج وأهدافه المعلنة. المرجع INI-2020-4081 · الجهة المعنية: قطاع التقنية والمشاريع.,قطاع التقنية والمشاريع,معتمدة داخليًا,معلن
INIT-01526,2022-07-05,الميزانية الاستراتيجية لبرنامج الاستحواذ التقني 2022-2024,تفاصيل الميزانية الاستراتيجية وتوزيعها على المراحل قبل الاعتماد. المرجع INI-2022-4843 · الجهة المعنية: قطاع التحول الرقمي.,قطاع التحول الرقمي,مرفوعة للجنة,غير معلن
